inv_no,customer_key,inv_dt,subtotal,tax,total,curr,ship_type
INV-LVXL39V,C47375,06/11/2025,17172.5,1373.8,18546.3,USD,EXPRESS
INV-P2ZDATQ,C99892,05/20/2024,12797.92,1023.83,13821.75,USD,EXPRESS
INV-G77OJEX,C94736,09/24/2024,1443.64,72.18,1515.82,USD,GROUND
INV-RWWIEEE,C35443,10/10/2025,2469.75,246.98,2716.73,USD,GROUND
INV-9X4HB6W,C25055,09/06/2025,10995.02,1099.5,12094.52,USD,EXPRESS
INV-99AQIH7,C17172,01/29/2025,9577.72,766.22,10343.94,USD,2DAY
INV-1SGWJBZ,C25055,01/07/2025,1118.22,89.46,1207.68,USD,GROUND
INV-KO0J1N4,C77577,05/09/2024,17682.68,884.13,18566.81,USD,EXPRESS
INV-ASK9WOW,C57382,07/17/2025,7966.35,637.31,8603.66,USD,EXPRESS
INV-A311XS0,C20405,01/03/2024,2350.84,117.54,2468.38,USD,GROUND
INV-XJB98NQ,C14175,02/15/2025,8744.8,0.0,8744.8,USD,2DAY
INV-N4M696S,C91097,01/17/2025,4078.68,407.87,4486.55,USD,GROUND
INV-3XLPS1C,C02145,11/21/2025,2423.07,242.31,2665.38,USD,GROUND
INV-MYFOCXG,C02145,02/01/2025,1460.04,73.0,1533.04,USD,GROUND
INV-TVGVU1C,C70464,03/10/2025,13338.97,1333.9,14672.87,USD,FREIGHT
INV-QDH9LX2,C21531,12/05/2025,9315.59,465.78,9781.37,USD,EXPRESS
INV-DQYPIIO,C83350,07/31/2025,36432.43,3643.24,40075.67,USD,FREIGHT
INV-Z6Q1W4L,C14175,08/02/2025,2762.72,0.0,2762.72,USD,2DAY
INV-LJV5N7A,C98399,06/04/2025,11062.66,885.01,11947.67,USD,EXPRESS
INV-CK3SL92,C63096,04/09/2024,39588.5,1979.43,41567.93,USD,FREIGHT
INV-Q577P8R,C10456,06/04/2025,4775.47,382.04,5157.51,USD,2DAY
INV-4HNAMH9,C03366,01/03/2025,16243.42,0.0,16243.42,USD,EXPRESS
INV-9W8F5HS,C24911,10/12/2025,1217.42,97.39,1314.81,USD,GROUND
INV-5DRX278,C17172,01/12/2024,13127.43,656.37,13783.8,USD,FREIGHT
INV-EL5LQV1,C97125,10/25/2024,31446.56,1572.33,33018.89,USD,FREIGHT
INV-KJA9D3J,C09581,09/26/2025,3180.98,159.05,3340.03,USD,GROUND
INV-Z6D5FXJ,C97125,10/12/2024,1885.82,94.29,1980.11,USD,GROUND
INV-5IY52I4,C56067,10/17/2025,12101.21,0.0,12101.21,USD,EXPRESS
INV-4QLPWM6,C21531,11/03/2025,2894.9,144.75,3039.65,USD,GROUND
INV-60SL84E,C21531,04/23/2024,9897.28,989.73,10887.01,USD,EXPRESS
INV-B7X7GM4,C73720,03/25/2024,3576.5,357.65,3934.15,USD,GROUND
INV-22XGK8T,C47375,02/04/2024,47681.56,0.0,47681.56,USD,FREIGHT
INV-ZZCHGP9,C33266,03/03/2025,2464.4,246.44,2710.84,USD,GROUND
INV-TBCTXS8,C97125,05/12/2025,4842.35,484.24,5326.59,USD,2DAY
INV-AE96L5B,C24911,04/17/2025,2289.08,114.45,2403.53,USD,GROUND
INV-FYSU8DK,C21531,06/13/2024,4784.02,382.72,5166.74,USD,2DAY
INV-SV8MWD0,C80551,06/21/2025,12870.05,643.5,13513.55,USD,EXPRESS
INV-IP9X22H,C72495,08/27/2025,2679.83,133.99,2813.82,USD,GROUND
INV-R6IDG3D,C98672,03/19/2025,3036.62,0.0,3036.62,USD,GROUND
INV-GCFLFXL,C24911,04/04/2024,2740.91,0.0,2740.91,USD,GROUND
INV-SQJWN0D,C64279,12/22/2024,1490.57,74.53,1565.1,USD,GROUND
INV-7JLLT6P,C99892,07/16/2025,2202.63,220.26,2422.89,USD,2DAY
INV-R3PI9H3,C14637,06/19/2024,4839.97,387.2,5227.17,USD,2DAY
INV-GD1HQ66,C77726,06/08/2025,4380.86,0.0,4380.86,USD,GROUND
INV-FFJZX1M,C63096,03/20/2025,21472.74,0.0,21472.74,USD,FREIGHT
INV-DOVZJYC,C10456,07/17/2025,2225.64,111.28,2336.92,USD,GROUND
INV-2MHQJM2,C33266,04/14/2025,2009.99,201.0,2210.99,USD,GROUND
INV-SDPYQPQ,C92842,04/12/2024,4264.13,426.41,4690.54,USD,GROUND
INV-6YWJ9PD,C49018,12/26/2024,6115.2,0.0,6115.2,USD,EXPRESS
INV-EW2LT00,C02145,05/17/2024,4969.04,248.45,5217.49,USD,GROUND
INV-NZ7C716,C70464,02/12/2025,1173.89,117.39,1291.28,USD,GROUND
INV-6CLAZ4W,C70464,08/25/2024,2766.81,138.34,2905.15,USD,2DAY
INV-WBBUKZ5,C16655,08/26/2025,4433.99,0.0,4433.99,USD,GROUND
INV-0HO6L9D,C98399,05/05/2024,2005.56,200.56,2206.12,USD,GROUND
INV-K5RA86M,C22659,11/22/2025,8924.14,446.21,9370.35,USD,EXPRESS
INV-XBEWKRG,C56067,05/24/2025,2537.64,203.01,2740.65,USD,GROUND
INV-R3MALLL,C02145,08/26/2025,3243.3,259.46,3502.76,USD,GROUND
INV-KWTOO6L,C34523,02/26/2025,2270.68,227.07,2497.75,USD,GROUND
INV-G9PBNKE,C73720,01/19/2025,14396.23,719.81,15116.04,USD,EXPRESS
INV-H3GM2AM,C73720,10/25/2025,34060.01,2724.8,36784.81,USD,FREIGHT
INV-927ZM4O,C47375,01/01/2024,3490.14,174.51,3664.65,USD,GROUND
INV-5MV20LS,C99892,05/23/2025,4674.48,373.96,5048.44,USD,GROUND
INV-JRIMVT0,C51553,07/27/2024,4651.24,0.0,4651.24,USD,GROUND
INV-DYV3PG4,C97125,08/13/2025,1124.28,56.21,1180.49,USD,GROUND
INV-WASWLK4,C43677,06/22/2024,2909.28,232.74,3142.02,USD,GROUND
INV-RRUQJWW,C47375,09/24/2024,2545.0,203.6,2748.6,USD,GROUND
INV-5T8KY0O,C15499,12/22/2025,44673.88,3573.91,48247.79,USD,FREIGHT
INV-4QN2TRA,C09581,06/12/2024,4713.62,471.36,5184.98,USD,GROUND
INV-PWJLQ57,C86178,06/07/2024,8601.64,0.0,8601.64,USD,2DAY
INV-1ZKPR8D,C17172,03/17/2025,6653.98,0.0,6653.98,USD,2DAY
INV-1EJZYK4,C94929,07/02/2024,9593.92,767.51,10361.43,USD,EXPRESS
INV-R62MB9G,C56067,06/02/2025,6518.72,325.94,6844.66,USD,EXPRESS
INV-1193B3Z,C08929,05/25/2025,29133.27,2913.33,32046.6,USD,FREIGHT
INV-BF9WQ89,C98399,07/31/2024,1512.37,0.0,1512.37,USD,GROUND
INV-EOVGR2K,C57382,02/09/2025,17503.44,1400.28,18903.72,USD,EXPRESS
INV-F87O920,C84879,06/18/2025,39454.74,1972.74,41427.48,USD,FREIGHT
INV-URBRN8C,C10456,09/15/2024,4236.36,0.0,4236.36,USD,GROUND
INV-H1LZW5F,C24911,02/13/2025,3947.78,394.78,4342.56,USD,2DAY
INV-GEV670Y,C29210,03/10/2024,15132.67,0.0,15132.67,USD,EXPRESS
INV-1T6GXCO,C99892,06/19/2025,4807.57,384.61,5192.18,USD,GROUND
INV-C24XUTY,C80551,06/29/2025,2533.91,126.7,2660.61,USD,GROUND
INV-2LGOPT0,C81739,04/01/2025,1775.58,177.56,1953.14,USD,GROUND
INV-F2MT70U,C87356,07/22/2025,4782.89,239.14,5022.03,USD,GROUND
INV-I9XDUKH,C33266,09/02/2024,36185.28,2894.82,39080.1,USD,FREIGHT
INV-3DZ4ZE4,C47375,01/04/2024,16322.91,0.0,16322.91,USD,EXPRESS
INV-OETR6DV,C92842,07/30/2024,4520.99,361.68,4882.67,USD,GROUND
INV-SIS9SPC,C99808,03/31/2024,4075.79,0.0,4075.79,USD,GROUND
INV-H1BFNCJ,C16180,06/24/2025,7594.61,0.0,7594.61,USD,EXPRESS
INV-RJVULHJ,C97125,08/31/2024,6093.18,487.45,6580.63,USD,2DAY
INV-0SFBDNK,C24911,10/16/2024,1005.99,50.3,1056.29,USD,GROUND
INV-V4MJH5X,C82971,07/05/2024,15303.92,765.2,16069.12,USD,EXPRESS
INV-2IEI6Y1,C16180,01/25/2025,2507.03,125.35,2632.38,USD,GROUND
INV-UWWN7JC,C47375,05/14/2025,3601.53,360.15,3961.68,USD,GROUND
INV-63FF9G8,C98672,06/05/2025,1692.9,135.43,1828.33,USD,GROUND
INV-J7985Q1,C24911,04/19/2025,3363.35,168.17,3531.52,USD,GROUND
INV-7R46JP9,C77577,02/14/2024,6084.58,608.46,6693.04,USD,2DAY
INV-V66IPPS,C94929,04/25/2025,4010.04,0.0,4010.04,USD,GROUND
INV-WKQA7EH,C92842,12/26/2024,17887.95,1788.8,19676.75,USD,EXPRESS
INV-15YXN39,C87356,01/25/2024,9756.22,780.5,10536.72,USD,2DAY
INV-2R8DSWB,C82971,12/07/2024,1481.68,0.0,1481.68,USD,GROUND
INV-RD3I4AB,C77577,11/12/2025,20689.36,1655.15,22344.51,USD,FREIGHT
INV-3UFL1DW,C57382,11/03/2025,18527.13,0.0,18527.13,USD,EXPRESS
INV-LGBQVNH,C47375,01/18/2025,4407.32,220.37,4627.69,USD,GROUND
INV-E9YP6LI,C14175,06/29/2025,4980.26,498.03,5478.29,USD,2DAY
INV-GQ6M603,C20405,07/07/2024,1835.64,0.0,1835.64,USD,GROUND
INV-OBRGAX6,C93089,08/17/2025,6703.27,335.16,7038.43,USD,EXPRESS
INV-LOFXHZD,C56067,09/28/2024,10110.55,0.0,10110.55,USD,EXPRESS
INV-UZLZ2IZ,C60889,06/27/2025,8393.28,839.33,9232.61,USD,EXPRESS
INV-7I0XZ4E,C99892,02/19/2025,3635.57,0.0,3635.57,USD,GROUND
INV-NPY2JV7,C63096,02/08/2025,1355.63,108.45,1464.08,USD,GROUND
INV-71TEA3G,C72495,01/03/2025,13016.67,1041.33,14058.0,USD,EXPRESS
INV-VAYC3SN,C22659,03/05/2025,5830.52,291.53,6122.05,USD,EXPRESS
INV-FNEQ9XC,C14175,10/28/2024,2952.62,0.0,2952.62,USD,GROUND
INV-0XW6E9N,C87356,03/24/2024,3374.17,337.42,3711.59,USD,GROUND
INV-K579ZF8,C17172,09/30/2024,1286.99,102.96,1389.95,USD,GROUND
INV-Q440WQR,C51553,10/31/2024,5726.12,572.61,6298.73,USD,EXPRESS
INV-EG58HE7,C28306,03/01/2024,4295.15,343.61,4638.76,USD,2DAY
INV-CE02MDP,C14175,02/14/2025,7248.5,0.0,7248.5,USD,2DAY
INV-9JL5JVY,C83350,07/23/2025,2190.19,0.0,2190.19,USD,GROUND
INV-NR5Z4AN,C73720,01/01/2024,3722.63,372.26,4094.89,USD,GROUND
INV-ELWOYXC,C78191,02/11/2025,6287.65,628.76,6916.41,USD,EXPRESS
INV-43X7KZD,C21531,12/22/2024,7710.84,771.08,8481.92,USD,2DAY
INV-MIBKXAY,C35443,01/17/2024,3994.88,0.0,3994.88,USD,GROUND
INV-WD6K9JR,C14175,11/08/2024,10865.17,543.26,11408.43,USD,EXPRESS
INV-YNIXGI8,C43677,01/06/2024,5068.65,405.49,5474.14,USD,2DAY
INV-32LVXUZ,C16180,01/16/2025,2545.48,0.0,2545.48,USD,GROUND
INV-BZKQYEZ,C91097,07/24/2024,1390.14,69.51,1459.65,USD,GROUND
INV-YVFICPF,C29210,10/01/2024,1631.62,130.53,1762.15,USD,GROUND
INV-E79ZDW4,C91097,11/24/2024,6285.62,502.85,6788.47,USD,EXPRESS
INV-77IYIBI,C86178,03/28/2025,3843.14,384.31,4227.45,USD,GROUND
INV-BQP7CWH,C34523,07/04/2025,4540.91,363.27,4904.18,USD,GROUND
INV-S8EVGXL,C51553,04/24/2024,2471.96,123.6,2595.56,USD,GROUND
INV-Q5IMRKC,C17754,10/21/2024,10581.54,0.0,10581.54,USD,EXPRESS
INV-ZURTVC6,C97125,01/20/2024,7596.53,379.83,7976.36,USD,EXPRESS
INV-G5ZK7A9,C25055,12/22/2024,5914.92,473.19,6388.11,USD,2DAY
INV-274XI0N,C70464,04/09/2024,2675.86,267.59,2943.45,USD,GROUND
INV-F1XAZLY,C73720,05/29/2024,10018.92,500.95,10519.87,USD,EXPRESS
INV-NQ9ZLGO,C28306,09/10/2025,4554.49,0.0,4554.49,USD,GROUND
INV-MUS38M3,C25055,03/12/2025,1999.65,159.97,2159.62,USD,GROUND
INV-0BWUOE9,C25055,06/08/2024,1624.2,81.21,1705.41,USD,GROUND
INV-UV5APPL,C84879,04/13/2024,13297.5,1063.8,14361.3,USD,EXPRESS
INV-FBKFT2T,C98399,12/03/2024,4536.79,226.84,4763.63,USD,GROUND
INV-UKAIMOD,C77577,10/28/2024,1951.52,97.58,2049.1,USD,GROUND
INV-UOLE1YE,C24911,08/18/2025,2107.57,0.0,2107.57,USD,GROUND
INV-XZJ7MN5,C28306,01/12/2025,8212.51,410.63,8623.14,USD,2DAY
INV-AIWFCFP,C47375,10/01/2025,1892.89,0.0,1892.89,USD,GROUND
INV-A2NH9CK,C49018,01/22/2024,3732.82,298.63,4031.45,USD,GROUND
INV-TJ5GPND,C14637,01/01/2025,4758.33,0.0,4758.33,USD,GROUND
INV-5H0R6LS,C51553,11/16/2024,8216.04,821.6,9037.64,USD,EXPRESS
INV-Z44N316,C72495,10/10/2024,1291.31,64.57,1355.88,USD,GROUND
INV-ULOJB9M,C63096,09/05/2025,12473.84,997.91,13471.75,USD,FREIGHT
INV-TGPQ12N,C86178,08/31/2024,14530.53,1162.44,15692.97,USD,EXPRESS
INV-3FGJ229,C17754,08/26/2024,2461.59,0.0,2461.59,USD,GROUND
INV-1ERNVN2,C83350,06/07/2025,4298.18,343.85,4642.03,USD,GROUND
INV-ZDEQLKK,C98672,02/04/2025,2244.47,224.45,2468.92,USD,2DAY
INV-V6DO53A,C03366,10/07/2024,6223.53,497.88,6721.41,USD,2DAY
INV-WDWWXZM,C09581,12/03/2024,17217.03,860.85,18077.88,USD,EXPRESS
INV-7R60AB1,C51553,02/03/2024,8894.55,889.45,9784.0,USD,2DAY
INV-Q13HCWY,C08929,02/03/2024,2534.9,126.75,2661.65,USD,GROUND
INV-ZNP91CB,C33266,05/09/2024,12509.6,625.48,13135.08,USD,EXPRESS
INV-SHFAYBG,C35443,03/18/2024,2152.23,0.0,2152.23,USD,2DAY
INV-1U550KA,C60889,04/06/2024,5771.69,288.58,6060.27,USD,2DAY
INV-RIPJIUZ,C77577,04/26/2024,3844.76,192.24,4037.0,USD,GROUND
INV-RMDACWZ,C47375,01/14/2024,5067.55,506.76,5574.31,USD,2DAY
INV-RW6HEQT,C09581,07/30/2025,4262.56,0.0,4262.56,USD,GROUND
INV-GPON4YV,C86178,10/04/2024,5323.47,266.17,5589.64,USD,2DAY
INV-JF6CU48,C47375,02/26/2025,11434.9,571.75,12006.65,USD,EXPRESS
INV-8P9YMS6,C98399,12/12/2025,7082.13,708.21,7790.34,USD,2DAY
INV-UL2XQXL,C14175,12/18/2024,3918.01,313.44,4231.45,USD,GROUND
INV-7NY77VR,C82971,12/25/2024,2638.18,0.0,2638.18,USD,2DAY
INV-YD1FSOK,C93089,10/17/2025,4427.99,442.8,4870.79,USD,GROUND
INV-8WO0VAH,C17754,03/04/2024,3439.15,171.96,3611.11,USD,GROUND
INV-OH5TQ44,C87356,05/20/2024,2575.74,206.06,2781.8,USD,GROUND
INV-EXAGWOZ,C21531,07/25/2025,17459.27,1396.74,18856.01,USD,EXPRESS
INV-1BVF4O0,C21531,12/24/2024,3153.42,315.34,3468.76,USD,GROUND
INV-AD391ME,C17172,07/24/2025,16278.7,0.0,16278.7,USD,EXPRESS
INV-014V728,C16655,04/04/2024,2176.37,108.82,2285.19,USD,GROUND
INV-MTIMWCQ,C21531,06/04/2024,9192.93,919.29,10112.22,USD,2DAY
INV-5M3UNY0,C81739,12/14/2024,18864.89,1509.19,20374.08,USD,EXPRESS
INV-KOKLC07,C16180,05/02/2025,8915.08,0.0,8915.08,USD,2DAY
INV-G9V7MHD,C29210,05/29/2024,4459.94,223.0,4682.94,USD,GROUND
INV-HWUJNN3,C92842,11/19/2025,17031.57,1362.53,18394.1,USD,FREIGHT
INV-3XMUQ5U,C97125,01/18/2025,2069.82,165.59,2235.41,USD,GROUND
INV-COI5GHG,C83948,02/25/2025,34312.06,3431.21,37743.27,USD,FREIGHT
INV-HSK71UZ,C64279,08/08/2024,11768.17,588.41,12356.58,USD,EXPRESS
INV-WUZMI04,C80551,08/18/2024,3815.17,0.0,3815.17,USD,GROUND
INV-BVUBBTZ,C51553,05/29/2024,1046.4,104.64,1151.04,USD,GROUND
INV-G9LF5IM,C70464,03/21/2025,11019.34,881.55,11900.89,USD,EXPRESS
INV-SGWS1FH,C29210,03/30/2025,13188.75,1318.88,14507.63,USD,EXPRESS
INV-5LYW9Y0,C16655,03/13/2025,1271.6,127.16,1398.76,USD,GROUND
INV-8QWKY9M,C91097,01/03/2025,3701.52,370.15,4071.67,USD,GROUND
INV-ZQ2YBQ6,C17754,03/19/2024,34818.08,2785.45,37603.53,USD,FREIGHT
INV-DMA0GYS,C14637,05/26/2024,3809.59,190.48,4000.07,USD,GROUND
INV-VT3DOD0,C02145,06/03/2025,4797.27,479.73,5277.0,USD,GROUND
INV-82PCFHI,C24911,08/10/2025,17033.89,1703.39,18737.28,USD,EXPRESS
INV-R6HZWAU,C57382,12/17/2024,6189.14,0.0,6189.14,USD,EXPRESS
INV-JJJQQWZ,C43677,04/28/2024,36582.92,0.0,36582.92,USD,FREIGHT
INV-NNX7FDM,C98672,03/23/2025,4985.55,498.56,5484.11,USD,GROUND
INV-M4EMF3S,C49018,01/27/2025,2271.93,113.6,2385.53,USD,2DAY
INV-XX35LFB,C09581,11/05/2025,4390.99,351.28,4742.27,USD,GROUND
INV-E4PP5W7,C64279,11/09/2024,2142.1,214.21,2356.31,USD,GROUND
INV-J2JOTW4,C49018,05/28/2024,48153.6,0.0,48153.6,USD,FREIGHT
INV-GUTKMF5,C16655,07/03/2025,2572.98,0.0,2572.98,USD,2DAY
INV-3XQ2S8M,C91097,11/17/2024,4516.63,0.0,4516.63,USD,GROUND
INV-FMHI8XB,C17172,01/14/2025,14023.67,0.0,14023.67,USD,EXPRESS
INV-9555425,C60889,02/08/2024,3926.65,392.67,4319.32,USD,GROUND
INV-2YAYCMV,C82971,03/13/2024,3670.94,0.0,3670.94,USD,2DAY
INV-JBG02OJ,C09581,10/20/2024,2848.19,227.86,3076.05,USD,GROUND
INV-MVZJWHW,C08929,07/12/2025,2913.12,0.0,2913.12,USD,GROUND
INV-BDUU1AM,C97125,12/24/2025,24344.98,2434.5,26779.48,USD,FREIGHT
INV-XTZZ88D,C81739,11/10/2024,1374.7,109.98,1484.68,USD,GROUND
INV-2N3PMFB,C94929,02/22/2025,2068.57,103.43,2172.0,USD,GROUND
INV-PDIAKYJ,C34523,06/24/2024,4079.44,203.97,4283.41,USD,GROUND
INV-JFSMZZK,C73720,04/08/2025,4811.86,0.0,4811.86,USD,GROUND
INV-9VTS0PL,C47375,12/11/2024,4359.1,435.91,4795.01,USD,2DAY
INV-M3YSQ0H,C14175,01/31/2024,4214.55,0.0,4214.55,USD,GROUND
INV-N878V54,C22659,12/24/2025,2018.14,0.0,2018.14,USD,GROUND
INV-NM0SMZO,C33266,07/13/2025,9892.68,494.63,10387.31,USD,EXPRESS
INV-E7TBRYY,C86029,08/29/2025,4311.42,0.0,4311.42,USD,GROUND
INV-TBS1PTT,C35443,05/27/2024,2546.36,203.71,2750.07,USD,GROUND
INV-2HRC8VZ,C02145,02/22/2025,19421.99,1553.76,20975.75,USD,EXPRESS
INV-279S0J1,C80551,07/02/2025,5179.82,0.0,5179.82,USD,EXPRESS
INV-RFP803Z,C14175,10/19/2024,1372.96,109.84,1482.8,USD,GROUND
INV-RYJFFVI,C98672,09/16/2024,11561.22,578.06,12139.28,USD,EXPRESS
INV-31SX1KG,C43677,05/31/2024,9890.35,791.23,10681.58,USD,2DAY
INV-EE2RT8V,C51553,10/02/2025,2439.21,121.96,2561.17,USD,GROUND
INV-8ZYMUX5,C93089,06/06/2024,3570.89,285.67,3856.56,USD,GROUND
INV-A579ACX,C47375,07/30/2025,7891.86,789.19,8681.05,USD,EXPRESS
INV-33TCSVP,C87356,03/01/2024,6031.07,301.55,6332.62,USD,EXPRESS
INV-OKE520C,C22659,02/12/2024,7524.59,0.0,7524.59,USD,2DAY
INV-C5T1KEP,C09581,06/14/2025,3174.8,317.48,3492.28,USD,GROUND
INV-WKMIMFZ,C14175,12/12/2025,30105.09,2408.41,32513.5,USD,FREIGHT
INV-M544BKO,C92842,01/18/2024,11001.07,880.09,11881.16,USD,EXPRESS
INV-ZC9WH1C,C57382,07/14/2024,3240.3,324.03,3564.33,USD,2DAY
INV-KW7S1KI,C84879,01/01/2025,19397.42,969.87,20367.29,USD,EXPRESS
INV-NNEN44C,C24911,01/21/2025,2308.66,0.0,2308.66,USD,GROUND
INV-XKNSWK2,C92842,09/18/2024,4972.98,397.84,5370.82,USD,GROUND
INV-QJBGDAE,C99892,09/13/2024,7791.05,389.55,8180.6,USD,EXPRESS
INV-Y9VJ04F,C17172,02/02/2025,20657.16,1032.86,21690.02,USD,FREIGHT
INV-WR1NR7Y,C08929,01/30/2025,1679.26,0.0,1679.26,USD,GROUND
INV-3MV279J,C15978,06/08/2025,26380.0,0.0,26380.0,USD,FREIGHT
INV-8CD3FTU,C03366,09/19/2024,7406.68,370.33,7777.01,USD,2DAY
INV-DXWFXTY,C08929,06/30/2024,4747.16,237.36,4984.52,USD,GROUND
INV-OCB6XYW,C78191,09/05/2025,3802.78,380.28,4183.06,USD,GROUND
INV-N8HG7SV,C97785,06/17/2025,1871.1,0.0,1871.1,USD,GROUND
INV-K3FMH6C,C17754,07/23/2025,16317.7,0.0,16317.7,USD,FREIGHT
INV-86JKV3Q,C20405,11/11/2024,42406.65,4240.66,46647.31,USD,FREIGHT
INV-V5D466Z,C21531,05/25/2025,20728.66,0.0,20728.66,USD,FREIGHT
INV-0RFH300,C49018,02/05/2025,8301.03,664.08,8965.11,USD,2DAY
INV-3SZ0PC1,C77577,06/27/2025,22744.56,0.0,22744.56,USD,FREIGHT
INV-PY7K9NH,C21531,10/06/2025,2542.86,254.29,2797.15,USD,GROUND
INV-LWPLNL1,C82971,12/04/2024,2085.11,166.81,2251.92,USD,GROUND
INV-CHAN5GR,C63250,01/29/2025,17240.26,1724.03,18964.29,USD,EXPRESS
INV-1RFLXLP,C99892,03/17/2024,15437.77,1235.02,16672.79,USD,EXPRESS
INV-9LZI0BF,C16180,12/05/2025,13502.55,675.13,14177.68,USD,EXPRESS
INV-5F8XYJI,C33266,09/04/2024,13475.14,1347.51,14822.65,USD,FREIGHT
INV-TCEVTCT,C16655,04/20/2025,4629.01,0.0,4629.01,USD,GROUND
INV-S3L3O9Y,C24911,02/12/2025,4452.75,222.64,4675.39,USD,GROUND
INV-UR3XC1Q,C35443,08/16/2025,1820.24,182.02,2002.26,USD,GROUND
INV-M51P8YY,C24911,03/09/2024,2800.2,280.02,3080.22,USD,GROUND
INV-XH79I5S,C73720,10/27/2024,4631.86,231.59,4863.45,USD,2DAY
INV-0OQ05BL,C49018,08/17/2024,9022.41,451.12,9473.53,USD,2DAY
INV-7ID92DT,C70464,03/24/2024,2306.52,115.33,2421.85,USD,GROUND
INV-16VNPTI,C94929,08/16/2025,2110.8,105.54,2216.34,USD,GROUND
INV-5Q1KIYB,C15499,08/21/2025,12472.38,0.0,12472.38,USD,EXPRESS
INV-S354TV5,C10456,09/04/2025,3858.34,0.0,3858.34,USD,GROUND
INV-AQW7663,C87356,12/25/2025,5598.61,559.86,6158.47,USD,EXPRESS
INV-H4X56RA,C24911,03/01/2025,21562.6,1725.01,23287.61,USD,FREIGHT
INV-4T9HBB8,C15499,06/14/2024,6121.37,612.14,6733.51,USD,2DAY
INV-RBCHA7U,C47375,10/07/2025,3950.65,0.0,3950.65,USD,GROUND
INV-I8I6WXT,C16655,09/08/2024,1026.5,82.12,1108.62,USD,GROUND
INV-RHJ6KVD,C20405,04/20/2024,39851.52,3188.12,43039.64,USD,FREIGHT
INV-2X0DNA8,C94736,01/06/2025,27382.69,0.0,27382.69,USD,FREIGHT
INV-62X0I9H,C11386,09/27/2024,18175.47,1817.55,19993.02,USD,EXPRESS
INV-KVFLYLR,C70464,12/18/2025,4527.07,226.35,4753.42,USD,2DAY
INV-9QEPAMR,C63250,09/05/2025,18570.74,1857.07,20427.81,USD,EXPRESS
INV-5P4C59Z,C57382,10/05/2025,9106.47,0.0,9106.47,USD,EXPRESS
INV-UT78MIC,C14175,08/19/2024,18960.29,1896.03,20856.32,USD,EXPRESS
INV-74EM366,C77577,09/15/2025,10407.1,1040.71,11447.81,USD,FREIGHT
INV-WLB83UR,C43677,08/18/2025,8281.28,0.0,8281.28,USD,2DAY
INV-IQE3AXU,C93089,04/02/2025,13887.23,1388.72,15275.95,USD,EXPRESS
INV-ILW9RN5,C56067,03/24/2025,14488.11,1448.81,15936.92,USD,EXPRESS
INV-FEAQNYB,C98399,06/25/2025,9985.53,998.55,10984.08,USD,EXPRESS
INV-N5KM1K9,C10456,03/11/2024,15128.94,0.0,15128.94,USD,EXPRESS
INV-GOIDZ5C,C49018,09/25/2024,4143.88,331.51,4475.39,USD,GROUND
INV-B3SA5TO,C83350,02/29/2024,3051.04,0.0,3051.04,USD,GROUND
INV-N78A0WQ,C34523,06/30/2025,9092.34,727.39,9819.73,USD,EXPRESS
INV-CQ3H1QO,C29210,01/02/2025,2412.88,193.03,2605.91,USD,GROUND
INV-6PXOTGP,C17754,01/17/2025,3012.87,241.03,3253.9,USD,GROUND
INV-AQH1771,C16180,10/04/2025,8371.81,669.74,9041.55,USD,2DAY
INV-5BMOI51,C25055,12/09/2025,6633.27,331.66,6964.93,USD,EXPRESS
INV-AJFK29L,C87356,11/27/2025,6098.0,0.0,6098.0,USD,2DAY
INV-8T6QJ0V,C97125,04/24/2024,1241.52,99.32,1340.84,USD,GROUND
INV-697YFYL,C08929,01/08/2025,4314.95,431.5,4746.45,USD,2DAY
INV-VBPT8JC,C87356,01/06/2024,7834.6,0.0,7834.6,USD,EXPRESS
INV-6RGN15K,C47375,12/22/2024,4549.52,454.95,5004.47,USD,GROUND
INV-9SBD7FV,C80551,03/06/2025,39743.72,3974.37,43718.09,USD,FREIGHT
INV-WD1QFXA,C94736,02/19/2025,1543.45,154.35,1697.8,USD,GROUND
INV-KLQ0PLK,C21531,07/25/2024,3544.86,354.49,3899.35,USD,GROUND
INV-W4C0CGG,C64279,02/27/2025,4104.89,410.49,4515.38,USD,GROUND
INV-4CAHM0D,C73720,07/21/2024,2454.43,0.0,2454.43,USD,GROUND
INV-VRGVJ2V,C28306,09/20/2025,17277.93,1382.23,18660.16,USD,EXPRESS
INV-33KOA9C,C20405,09/10/2025,8735.36,436.77,9172.13,USD,2DAY
INV-WJ05GZB,C49018,09/11/2024,7286.88,582.95,7869.83,USD,EXPRESS
INV-1KNEAA0,C56067,02/03/2024,3275.76,327.58,3603.34,USD,GROUND
INV-E3PU9Q6,C91097,10/26/2024,2762.28,138.11,2900.39,USD,GROUND
INV-QA7CGEE,C14175,02/13/2024,11267.4,1126.74,12394.14,USD,EXPRESS
INV-I82UPFQ,C02145,11/09/2024,3208.11,0.0,3208.11,USD,GROUND
INV-OK2LCBD,C02145,07/26/2025,4307.07,0.0,4307.07,USD,2DAY
INV-8JXSYAO,C64279,03/12/2024,3421.82,273.75,3695.57,USD,GROUND
INV-SNJIZYA,C94929,05/09/2025,1877.73,93.89,1971.62,USD,GROUND
INV-ZWDB83S,C83948,12/01/2025,2504.99,0.0,2504.99,USD,GROUND
