invoice_uid,client_ref,issued_on,amount_usd,shipment_category
INV-CHWD1V3,VECTOR FREIGHT,04/13/2024,2366.88,2DAY
INV-V4YDWT9,ZENITH HOLDINGS,2025-02-25,4273.76,GROUND
INV-STT8JXT,WAYNE GROUP,07-Jul-2025,3807.96,GROUND
INV-RVDMGT0,WAYNE GROUP,04-Dec-2025,4326.18,GROUND
INV-X36WJF1,BLUE INDUSTRIES,08-May-2025,7005.36,2DAY
INV-XFDOZCQ,VECTOR LOGISTICS,"Nov 01, 2024",3127.04,GROUND
INV-2YSVYRF,ZENITH LOGISTICS,2024-07-15,4515.64,GROUND
INV-XMW1K15,VECTOR FREIGHT,04/14/2024,4077.54,2DAY
INV-8HMVYQJ,GREEN LLC,2025/06/09,19793.35,EXPRESS
INV-UYQ77WG, WAYNE FREIGHT ,04/24/2024,6865.27,2DAY
INV-X1AEJ6F,WAYNE GROUP,30-Jul-2024,19749.81,EXPRESS
INV-TRKGBIG, RED LOGISTICS ,07/31/2024,10114.25,FREIGHT
INV-4BVNSZ0, BLUE SUPPLY ,2025/06/12,2298.33,GROUND
INV-FGNAQBZ,VERTEX PARTNERS,2024-03-01,1256.23,GROUND
INV-4YO1QCR, UMBRELLA PARTNERS ,2025-04-04,1408.48,GROUND
INV-SSJPLX7,GREEN FREIGHT,"Jun 03, 2025",3010.39,GROUND
INV-LL9VQNI,WONKA SUPPLY,2024/10/26,2525.1,GROUND
INV-LD6SV02,WAYNE HOLDINGS,06/12/2025,4895.15,GROUND
INV-Z7KMI6L,ACME INDUSTRIES,07-Jan-2025,3752.62,GROUND
INV-G11BJJF,GREEN LLC,26-Mar-2025,3973.89,GROUND
INV-5G8QRAE,NIMBUS INDUSTRIES,09/24/2024,3543.49,GROUND
INV-Z5YAH1Q,ZENITH HOLDINGS,11/18/2025,19359.74,EXPRESS
INV-W438QZN,VERTEX SUPPLY,2025-01-13,9305.2,EXPRESS
INV-5C7Y0R6,HOOLI SUPPLY,"Sep 09, 2025",5306.7,GROUND
INV-UJYARYO,VERTEX PARTNERS,2024-01-07,4854.15,GROUND
INV-A0JZQ5T,VERTEX PARTNERS,"Apr 26, 2025",18707.69,EXPRESS
INV-6392SE5,VECTOR LLC,2024/11/17,38748.4,FREIGHT
INV-IXE2LW0,APEX GROUP,"Dec 01, 2024",9258.43,EXPRESS
INV-JTRJXRO,QUANTUM FREIGHT,2024/05/12,2790.69,GROUND
INV-CF5Q6VV,ACME INDUSTRIES,2024/08/08,9147.61,2DAY
INV-SQQXG08,TYRELL FREIGHT,02-Oct-2024,12876.16,EXPRESS
INV-1TB6B0L,WAYNE GROUP,28-Oct-2024,4534.8,GROUND
INV-LGR5AH0,APEX GROUP,12-Nov-2024,5323.27,EXPRESS
INV-FF3Z43N,VERTEX SUPPLY,03-Dec-2025,18631.63,EXPRESS
INV-12H594E,VERTEX PARTNERS,"Jul 01, 2025",4152.02,GROUND
INV-ANBEM3V,TYRELL FREIGHT,2025/06/28,9292.32,2DAY
INV-WTXHJQC,BLUE INDUSTRIES,2024-11-05,3764.3,2DAY
INV-WLJZKEM,WONKA SUPPLY,06/07/2024,14629.03,EXPRESS
INV-DW0OR4Q,MASSIVE CO,01/20/2024,3902.45,GROUND
INV-60DUPIK,UMBRELLA INDUSTRIES,2025/09/18,8516.98,EXPRESS
INV-4EJCHXT,VECTOR LOGISTICS,02/01/2025,9300.21,2DAY
INV-3ESCBVK,ZENITH LOGISTICS,18-Oct-2024,7870.8,EXPRESS
INV-H88RXMS,TYRELL FREIGHT,2024-11-11,8049.24,EXPRESS
INV-SOHRU07,ZENITH LOGISTICS,10-May-2024,4026.98,GROUND
INV-BD4B9K4,VECTOR LLC,08/20/2024,2857.47,GROUND
INV-H89PG6R,HOOLI LOGISTICS,"Jul 02, 2024",1849.86,GROUND
INV-BJESJ80,MASSIVE SUPPLY,"Apr 14, 2025",3485.18,GROUND
INV-OZZZR82,NIMBUS GROUP,2025/08/06,3369.22,GROUND
INV-XYWWTG3, WAYNE FREIGHT ,2025-07-31,9022.36,EXPRESS
INV-MDX9ZOI,WAYNE GROUP,01/04/2024,12898.06,EXPRESS
INV-AINWWZB,APEX GROUP,05-Mar-2024,4807.25,2DAY
INV-S8T0QKG,STARK PARTNERS,2024/01/26,2285.63,GROUND
INV-ICX2QZR,VERTEX PARTNERS,2025/04/15,3770.39,2DAY
INV-UN9EQ2V,QUANTUM ENTERPRISES,2024/01/09,16904.0,FREIGHT
INV-1HMI4R2,UMBRELLA ENTERPRISES,2024/12/09,2427.41,GROUND
INV-OBHXFL5,HOOLI SUPPLY,"Nov 02, 2024",3627.66,GROUND
INV-WDTHY8Q,VECTOR CO,2025/10/04,14141.71,EXPRESS
INV-MXZV73G,WONKA LLC,"Jun 20, 2025",3861.02,GROUND
INV-5TDQGOR, UMBRELLA PARTNERS ,2025-01-25,4433.74,GROUND
INV-ZLB6OMP, BLUE SUPPLY ,2025-08-23,37915.32,FREIGHT
INV-ETICSV0,UMBRELLA ENTERPRISES,2024/12/20,7813.36,2DAY
INV-1UIGTPB,GREEN LLC,2025/10/26,1679.72,GROUND
INV-HVAOG1D,VERTEX SUPPLY,2025-03-05,1830.26,GROUND
INV-PNR7EPE,TYRELL LLC,2024-09-10,28496.17,FREIGHT
INV-3AACWJP,MASSIVE GROUP,2024/11/26,43681.65,FREIGHT
INV-DX4GA15,TYRELL INDUSTRIES,"Dec 30, 2025",14267.41,EXPRESS
INV-WFOQCWL,VECTOR LLC,2025/03/19,5489.31,EXPRESS
INV-DF49QUE,MASSIVE SUPPLY,08-Nov-2024,49372.04,FREIGHT
INV-90ZPQO8,HOOLI SUPPLY,05/18/2025,8680.01,EXPRESS
INV-54CGHJT,VECTOR CO,01/30/2025,9787.6,2DAY
INV-ZUSXHQ0,BLUE ENTERPRISES,2025-04-02,26669.09,FREIGHT
INV-XPTENST,GREEN LOGISTICS,"Jan 07, 2024",2358.73,GROUND
INV-50JIFEH,HOOLI LOGISTICS,2025/03/17,14876.59,EXPRESS
INV-ULZPXM1,MASSIVE SUPPLY,2025-08-13,4791.98,GROUND
INV-YGPF0LU,BLUE CO,2025-12-08,1082.61,GROUND
INV-H9EISXT,VECTOR LOGISTICS,01/22/2024,16207.82,EXPRESS
INV-U2I681G,NIMBUS GROUP,2025-05-31,4410.57,2DAY
INV-54MJYSH,VECTOR FREIGHT,2024-04-12,2652.9,GROUND
INV-RCT0B27,HOOLI SUPPLY,2025/10/26,5898.95,2DAY
INV-YMTK1A0,ZENITH HOLDINGS,2025/02/14,11184.65,EXPRESS
INV-PACLVEM,GREEN LOGISTICS,2025-11-18,9680.67,2DAY
INV-UB3B10H,VECTOR LLC,07-Aug-2025,1437.47,GROUND
INV-Y2VJ1YO, INITECH FREIGHT ,2025-08-29,1121.42,GROUND
INV-8NFHY6W,GREEN CO,2025/10/07,2104.22,GROUND
INV-CB1J7ZD,HOOLI ENTERPRISES,2024/02/26,5024.73,2DAY
INV-79VTP5X, MASSIVE LLC ,2025/11/21,15609.53,EXPRESS
INV-XEJ163W,STARK GROUP,"Apr 03, 2025",15844.36,EXPRESS
INV-C056W6U,HOOLI SUPPLY,17-Jan-2024,7714.12,EXPRESS
INV-XTDPKQU, RED LOGISTICS ,2025/05/19,2463.76,GROUND
INV-6H2G5TS, BLUE SUPPLY ,2025/01/14,4249.13,GROUND
INV-9HRUYSX, MASSIVE LLC ,2024/08/18,6043.54,2DAY
INV-TIDP8KY,QUANTUM ENTERPRISES,26-Mar-2025,3254.22,GROUND
INV-R1SK2BV,ZENITH HOLDINGS,27-May-2025,13224.38,FREIGHT
INV-Z2HY2E6, INITECH FREIGHT ,28-Feb-2024,5289.74,2DAY
INV-48TZ4V8,HOOLI ENTERPRISES,10/27/2024,1095.79,GROUND
INV-730GLHB,UMBRELLA ENTERPRISES,25-Jan-2025,1377.49,GROUND
INV-1I17306,VECTOR LLC,14-Jan-2024,1997.3,GROUND
INV-1IUHN1S,VECTOR LLC,24-Dec-2024,8983.94,2DAY
INV-CITR7ND,HOOLI SUPPLY,07/06/2025,17967.04,FREIGHT
INV-QFNE8E2,APEX GROUP,2024-12-17,5672.86,2DAY
INV-57N5BWJ,ZENITH HOLDINGS,"Oct 17, 2025",1719.57,GROUND
INV-A5TPFYZ,ACME INDUSTRIES,09-Mar-2024,14700.29,EXPRESS
INV-4FY78WD,NIMBUS HOLDINGS,2024-11-20,9629.17,EXPRESS
INV-OEXXRX8,WONKA SUPPLY,2024-09-16,1233.74,GROUND
INV-LCKU2JZ,ZENITH SUPPLY,17-Sep-2024,1918.53,GROUND
INV-CBIHLUN,TYRELL LLC,26-Apr-2024,18888.48,EXPRESS
INV-K09S62M,WONKA SUPPLY,06-Nov-2025,1452.08,GROUND
INV-I4LSJIO,WAYNE GROUP,2025/10/25,48656.88,FREIGHT
INV-9RIQ6TC,UMBRELLA INDUSTRIES,19-Feb-2025,1673.9,GROUND
INV-DOZC82A,GREEN CO,"Sep 29, 2025",4811.15,GROUND
INV-YYKDLXI,STARK ENTERPRISES,"Sep 04, 2024",2771.99,GROUND
INV-SSRIAKU,ACME INDUSTRIES,02/25/2024,18479.55,EXPRESS
INV-V8N4RUR, INITECH FREIGHT ,08/15/2024,4377.62,GROUND
INV-O4MMQ53,MASSIVE GROUP,2025/02/11,3455.13,GROUND
INV-5MCIJ7A,WAYNE HOLDINGS,2024-11-25,4954.27,GROUND
INV-2VZI8W8,INITECH SUPPLY,08-Oct-2025,1560.57,GROUND
INV-IE256I2,UMBRELLA ENTERPRISES,2025/03/03,1192.18,GROUND
INV-MZ46OYE,MASSIVE SUPPLY,19-Jan-2025,4391.2,GROUND
INV-IE5Z04Q,HOOLI LOGISTICS,2025/05/16,9174.76,2DAY
INV-BH8TV6O,VERTEX PARTNERS,"Jan 26, 2025",5277.6,GROUND
INV-P4FDTNV,VECTOR LLC,15-Mar-2024,4157.91,GROUND
INV-WAMBF23, MASSIVE LLC ,2024-05-21,4665.28,GROUND
INV-HJV0C8Q,ACME INDUSTRIES,2025-05-19,17900.66,EXPRESS
INV-SSQX3W8,MASSIVE SUPPLY,29-Dec-2025,2500.77,GROUND
INV-XECVBL9,STARK PARTNERS,"Jan 04, 2025",7354.51,EXPRESS
INV-W7KLHY8,UMBRELLA INDUSTRIES,2025-01-18,4491.25,GROUND
INV-KS7GPUO,MASSIVE CO,2024/03/01,6742.02,2DAY
INV-6J6Y7M4,NIMBUS INDUSTRIES,2024/12/22,5081.19,2DAY
INV-J1R2EKF,ZENITH HOLDINGS,24-Apr-2024,4463.49,GROUND
INV-QK3FUV5,WONKA SUPPLY,2025/06/27,4383.24,GROUND
INV-IJOEBBH,BLUE PARTNERS,03-Jul-2025,2091.55,GROUND
INV-16WKSKQ,HOOLI LOGISTICS,2024-07-11,3877.66,2DAY
INV-LVGGJVY,ZENITH SUPPLY,27-Mar-2024,10302.36,EXPRESS
INV-RXMYQK3,ACME INDUSTRIES,"Aug 19, 2025",5124.22,GROUND
INV-B55V06G,TYRELL PARTNERS,2024/01/19,3915.18,GROUND
INV-SYDF82M,BLUE ENTERPRISES,07-Aug-2024,2223.87,GROUND
INV-68UWUO0,BLUE PARTNERS,"Feb 20, 2025",3777.17,2DAY
INV-6THSMYR,GREEN LLC,2024/10/22,2578.92,GROUND
INV-8UANMFZ,TYRELL PARTNERS,29-Oct-2024,15824.24,EXPRESS
INV-JQ1T46T,WONKA SUPPLY,05/30/2024,1916.56,GROUND
INV-XDTMUT8,ZENITH HOLDINGS,2025/11/19,5379.08,GROUND
INV-9NG0USZ,UMBRELLA ENTERPRISES,16-Mar-2024,4891.09,GROUND
INV-25I6ODG,VECTOR LOGISTICS,07/19/2024,1284.15,GROUND
INV-PMK7KXR,TYRELL INDUSTRIES,08/25/2025,4042.19,GROUND
INV-IQ1VRN7,QUANTUM FREIGHT,"Aug 21, 2024",7302.06,EXPRESS
INV-ORTX4KM,STARK PARTNERS,"Sep 30, 2024",11516.6,EXPRESS
INV-1CO86A2,VECTOR LLC,2025-06-13,1533.39,GROUND
INV-X84RLV5,VERTEX PARTNERS,2025-04-13,4068.38,GROUND
INV-8OB1VVU,ACME INDUSTRIES,2025-02-15,3086.34,GROUND
INV-KE6W9WO, WAYNE FREIGHT ,16-Jul-2024,4031.5,2DAY
INV-1NWGO9B,MASSIVE SUPPLY,"May 20, 2024",21909.2,FREIGHT
INV-TS2W3OK,ZENITH SUPPLY,2024/10/02,5067.45,GROUND
INV-EZARBK8,STARK PARTNERS,01-Oct-2025,2647.31,GROUND
INV-H74XGYE, WAYNE FREIGHT ,2024-01-09,7113.79,EXPRESS
INV-PNS0KVX,HOOLI ENTERPRISES,08/08/2025,9291.03,2DAY
INV-WYK0NDX,TYRELL LLC,2024/07/24,3278.87,GROUND
INV-6TDKVPD,HOOLI ENTERPRISES,2024/12/22,3890.81,GROUND
INV-IR020NP,HOOLI CO,2025-03-09,4647.53,2DAY
INV-XGUQUKE,BLUE ENTERPRISES,2025/10/24,1870.22,GROUND
INV-7FK1UJ2,ZENITH LOGISTICS,"Nov 15, 2024",25293.32,FREIGHT
INV-4GHANR8,MASSIVE CO,"Sep 21, 2025",3943.07,GROUND
INV-3DA3021,MASSIVE PARTNERS,2024-09-26,2606.98,GROUND
INV-BLO8CTE,BLUE ENTERPRISES,2025/06/08,7141.05,2DAY
INV-VAB8PHB,STARK GROUP,2024/12/30,11228.69,EXPRESS
INV-NOO6QML,TYRELL LLC,16-Oct-2024,2058.96,GROUND
INV-K0G47HQ,NIMBUS GROUP,16-Feb-2025,3008.95,GROUND
INV-OZASOJN,HOOLI LOGISTICS,2024/01/29,15594.82,FREIGHT
INV-JH49XHO,TYRELL LLC,17-Feb-2025,5368.18,GROUND
INV-EM3XNMB,VECTOR CO,2024-10-10,38102.43,FREIGHT
INV-V271G8S,VECTOR LLC,28-May-2025,9365.64,2DAY
INV-TXHE2V2,HOOLI CO,12/18/2025,5960.31,2DAY
INV-NP3UR7L,TYRELL LLC,26-May-2025,7386.86,EXPRESS
INV-GS6Q28D,VERTEX SUPPLY,"Nov 01, 2024",44675.95,FREIGHT
INV-NR78Z5O,WONKA SUPPLY,2025/12/26,4630.19,GROUND
INV-H2D9IQ3,STARK PARTNERS,2024-12-31,2619.59,GROUND
INV-GU615VO,QUANTUM ENTERPRISES,10/17/2024,4432.35,GROUND
INV-F800DC6,HOOLI SUPPLY,"Sep 12, 2024",3803.36,GROUND
INV-TR0JRRJ,NIMBUS HOLDINGS,2025/11/14,2781.8,GROUND
INV-U8W7K66,MASSIVE SUPPLY,2025-10-27,3930.7,GROUND
INV-KYGOT3J,TYRELL PARTNERS,2025-05-13,33776.43,FREIGHT
INV-8ROJDAX,NIMBUS GROUP,2025-03-28,3154.77,GROUND
INV-QIT3VDI,STARK FREIGHT,12/19/2024,13647.13,EXPRESS
INV-GOPRSL5,ZENITH HOLDINGS,09/09/2024,2720.19,GROUND
INV-RZPDFF3,VERTEX SUPPLY,26-Jun-2024,8165.33,2DAY
INV-9EJCHIR,STARK PARTNERS,12/11/2024,3509.67,GROUND
INV-MSUE21J,BLUE ENTERPRISES,23-Sep-2024,24792.18,FREIGHT
INV-XCYFBBM,GREEN FREIGHT,08/02/2024,8612.92,2DAY
INV-MTD3U4H,VECTOR CO,2025-10-15,13681.94,EXPRESS
INV-34SYA8T,HOOLI SUPPLY,2024-08-06,2736.07,GROUND
INV-TODJZNA,STARK PARTNERS,2025-04-15,8708.03,EXPRESS
INV-HVC49AB, UMBRELLA PARTNERS ,2025-12-03,17143.15,EXPRESS
INV-JIBNDHP, BLUE SUPPLY ,2025-07-10,20251.3,EXPRESS
INV-0P17UA2,QUANTUM ENTERPRISES,2024-10-01,38591.7,FREIGHT
INV-6XI2SI6,GREEN LLC,2024-11-24,7267.91,EXPRESS
INV-QDBZTK5,VERTEX PARTNERS,22-Sep-2024,8377.47,2DAY
INV-ROZRR4U,VERTEX SUPPLY,10/08/2025,4600.01,GROUND
INV-04NIWOU,MASSIVE GROUP,"Jun 29, 2024",20692.28,EXPRESS
INV-5QJDOXC,MASSIVE SUPPLY,2025/12/13,3232.46,GROUND
INV-JWHQ80E,WONKA LLC,16-Nov-2024,2631.36,2DAY
INV-E9KJ0MJ,VECTOR FREIGHT,"Jul 11, 2025",5384.74,GROUND
INV-GGBZ94A,VECTOR LLC,08/11/2024,10722.05,2DAY
INV-PW3YYG8,TYRELL PARTNERS,"Apr 23, 2025",3852.06,GROUND
INV-8BO3DBW,BLUE INDUSTRIES,10-Jun-2025,33092.38,FREIGHT
INV-HAZ3XFU,VERTEX PARTNERS,"Jan 10, 2024",4258.43,GROUND
INV-527MYFR, MASSIVE LLC ,06/10/2024,2999.54,GROUND
INV-EJUOQKD,WAYNE HOLDINGS,2025/04/21,1098.2,GROUND
INV-9T07STV,APEX FREIGHT,2024/04/04,5983.82,2DAY
INV-8WRD8DN,ZENITH SUPPLY,"Mar 27, 2025",2785.1,GROUND
INV-RIFTHFS,WAYNE GROUP,2025-06-07,3146.34,GROUND
INV-DJ13O29,GREEN LOGISTICS,"Jun 18, 2025",15992.61,EXPRESS
INV-DYT6XNN,MASSIVE SUPPLY,05/22/2025,2291.91,GROUND
INV-EGEX9RN,MASSIVE GROUP,03/14/2025,33101.12,FREIGHT
INV-KVO13MR, RED LOGISTICS ,18-Jun-2025,10200.05,2DAY
INV-MRGUQR0,HOOLI SUPPLY,08/28/2024,1097.72,GROUND
INV-90R9M85,MASSIVE CO,26-Apr-2024,5048.58,GROUND
INV-WCPN5KJ,NIMBUS HOLDINGS,30-Apr-2024,3700.23,GROUND
INV-DHLRAVR,ZENITH HOLDINGS,27-Sep-2024,2539.03,GROUND
INV-T4M43GG,WAYNE GROUP,02-Apr-2025,6363.43,EXPRESS
INV-DOW8T46,ACME INDUSTRIES,"Aug 20, 2024",2627.11,GROUND
INV-J7P3LUN, WAYNE FREIGHT ,2024/12/12,12010.37,FREIGHT
INV-UD09MOZ,HOOLI SUPPLY,27-Dec-2024,9749.95,2DAY
INV-CTLIMVE,WAYNE HOLDINGS,"Aug 28, 2025",6253.45,2DAY
INV-P96T92H,VECTOR FREIGHT,2025/10/13,1531.3,GROUND
INV-1OQ5LL1,VECTOR FREIGHT,04/21/2024,9587.84,2DAY
INV-06S4G4W,ZENITH HOLDINGS,2025/05/01,9015.04,2DAY
INV-BVHSHTS,HOOLI SUPPLY,25-Aug-2024,5019.8,GROUND
INV-ZYJESD1,UMBRELLA INDUSTRIES,11/04/2024,3108.25,GROUND
INV-D4LCNZ8,TYRELL PARTNERS,2024/05/17,6988.29,2DAY
INV-DDHV7AO,NIMBUS HOLDINGS,11/30/2025,7161.28,2DAY
INV-IKHDGE5,ZENITH HOLDINGS,2024-07-18,3728.66,2DAY
INV-TPVGGDC, MASSIVE LLC ,03/29/2024,2719.29,GROUND
INV-66FVCT4,VERTEX SUPPLY,2025/05/22,2761.77,GROUND
INV-1N6COI6,MASSIVE PARTNERS,2024-12-22,9292.61,EXPRESS
INV-OU6C4CD,MASSIVE GROUP,05/28/2024,4417.89,GROUND
INV-2GTJCQT,ZENITH HOLDINGS,2025-09-24,1183.46,GROUND
INV-HAXF29S,GREEN LLC,23-Jan-2024,5032.08,GROUND
INV-D7Z7GUH,APEX FREIGHT,2025/09/16,3588.83,GROUND
INV-YUW1HPF,VECTOR LOGISTICS,29-Apr-2024,29845.29,FREIGHT
INV-TJX6361,HOOLI SUPPLY,2025-04-01,8715.76,EXPRESS
INV-BT2NY09,GREEN FREIGHT,2024-09-02,2534.62,GROUND
INV-7P5HTKG,STARK ENTERPRISES,2025-05-08,4539.98,GROUND
INV-NDOTC68,TYRELL PARTNERS,10/19/2024,1936.5,GROUND
INV-THQC4C4,NIMBUS GROUP,07/19/2024,9974.21,EXPRESS
INV-K49SV0O,VERTEX SUPPLY,"Oct 02, 2025",2900.12,GROUND
INV-RWU0DHW, RED LOGISTICS ,"Mar 31, 2024",9984.42,2DAY
INV-3J19SYX,HOOLI ENTERPRISES,"May 01, 2024",4233.22,GROUND
INV-7IECFGY,INITECH SUPPLY,12/11/2024,19199.32,EXPRESS
INV-IT4XLCM,WONKA SUPPLY,"Jan 12, 2025",3684.38,GROUND
INV-FPL4JCQ,HOOLI SUPPLY,15-Feb-2025,4962.22,GROUND
INV-AC1ENHJ,VECTOR FREIGHT,10/06/2025,4858.78,GROUND
INV-VZ07FGM,GREEN CO,29-Jun-2025,6060.28,2DAY
INV-VD3WP4H,WAYNE GROUP,2025-01-11,10957.04,EXPRESS
INV-WWCSA4L,MASSIVE SUPPLY,"Mar 20, 2025",3572.53,GROUND
INV-J417WLV,ACME INDUSTRIES,01/25/2025,8495.28,2DAY
INV-M9D4MWK,HOOLI LOGISTICS,05-Oct-2025,18752.22,EXPRESS
INV-GVUF8AL,ZENITH SUPPLY,09-May-2025,14617.53,EXPRESS
INV-R4WUZ3O,VERTEX SUPPLY,10/08/2025,2714.69,2DAY
INV-6N09GAP,GREEN LLC,29-Jan-2025,19176.94,EXPRESS
INV-Q0NG9BR,BLUE ENTERPRISES,2025-01-02,2988.26,GROUND
INV-7YRJJUZ,WAYNE HOLDINGS,2024/05/17,3194.65,2DAY
INV-0QBJ5YO,INITECH SUPPLY,07/14/2025,18681.96,EXPRESS
INV-K4WJ72F,ZENITH SUPPLY,07/22/2025,16808.47,EXPRESS
INV-SCS7BWZ,GREEN LOGISTICS,11/19/2025,3193.39,GROUND
INV-C1G7PUK,QUANTUM ENTERPRISES,2024-08-16,2320.96,GROUND
INV-G63WPUN,BLUE INDUSTRIES,"Oct 27, 2025",4137.36,2DAY
INV-QMF0DRM,VECTOR LOGISTICS,2025/08/23,7810.0,2DAY
INV-LDSWZ3T,VERTEX PARTNERS,03-Sep-2025,11129.01,EXPRESS
INV-8P25E85,VECTOR LOGISTICS,2024/12/15,11738.46,EXPRESS
INV-EPI7FQI,WONKA LLC,2025/10/10,1558.47,GROUND
INV-XCY1M7C,HOOLI SUPPLY,12/08/2025,4724.58,GROUND
INV-PBRNJ6T,ZENITH HOLDINGS,10-Jul-2024,28186.0,FREIGHT
INV-MRWV0Q2,TYRELL FREIGHT,01/13/2025,8553.89,EXPRESS
INV-SX74YK9,APEX FREIGHT,2025/08/27,4536.73,GROUND
INV-D4HE95I,GREEN LLC,"Feb 28, 2025",4395.07,GROUND
INV-19RSBV1,STARK GROUP,2025/04/14,7635.08,2DAY
INV-QPQYBH1,VERTEX PARTNERS,02-Oct-2024,10398.06,EXPRESS
INV-KZI5PU5,MASSIVE PARTNERS,27-Oct-2024,2036.12,GROUND
INV-VWPLC9A,NIMBUS GROUP,14-Apr-2024,7713.08,EXPRESS
INV-2LK8RGR,GREEN LOGISTICS,2024-04-29,20729.85,FREIGHT
INV-OP7O07L,HOOLI LOGISTICS,"Jun 10, 2025",16608.32,FREIGHT
INV-3BKRZ9J,ZENITH HOLDINGS,2024-12-21,5127.17,GROUND
INV-M38BAQO, MASSIVE LLC ,2025/06/15,37507.49,FREIGHT
INV-E7KJVG8,GREEN LLC,01-Jan-2024,39939.19,FREIGHT
INV-PUMN936,WAYNE GROUP,22-Jan-2025,5423.51,GROUND
INV-YA9O3C5,BLUE PARTNERS,03/17/2024,1852.57,GROUND
INV-XGMEKTQ,GREEN FREIGHT,27-Mar-2025,3575.04,GROUND
INV-P6VJOXB, WAYNE FREIGHT ,03-Sep-2024,50873.14,FREIGHT
INV-ORRMNKH,BLUE PARTNERS,2025-01-16,2930.83,GROUND
INV-WTYOFWS,VERTEX PARTNERS,2024-09-06,10764.4,2DAY
INV-HQ6G23Y,UMBRELLA INDUSTRIES,13-Apr-2025,3196.67,GROUND
INV-R4MSJO3,HOOLI LOGISTICS,08-Nov-2024,2304.41,GROUND
INV-TEIM3SD,VECTOR LLC,"Sep 25, 2025",2146.55,GROUND
INV-NVWSX34,GREEN FREIGHT,04/03/2024,3025.74,GROUND
INV-VTDZZBA, WAYNE FREIGHT ,"Mar 19, 2025",13790.98,EXPRESS
INV-7RDZS5K,TYRELL PARTNERS,"Jan 16, 2024",8918.38,EXPRESS
INV-KE6AWLM,HOOLI SUPPLY,21-Dec-2024,10606.05,EXPRESS
INV-217CHZP,WAYNE HOLDINGS,08/10/2025,4612.25,GROUND
INV-1HNGJUO, MASSIVE LLC ,"Mar 28, 2025",3753.8,GROUND
INV-A75PU9Z,TYRELL PARTNERS,"Oct 10, 2025",1443.94,GROUND
INV-22JVH6P,BLUE INDUSTRIES,2024/12/14,6664.3,EXPRESS
INV-BNJFK0Q, RED LOGISTICS ,13-May-2024,16600.63,EXPRESS
INV-3C1W79E, WAYNE FREIGHT ,13-Aug-2025,12436.01,EXPRESS
INV-6320FFW,HOOLI CO,19-Sep-2025,41590.88,FREIGHT
INV-LY25U4H, WAYNE FREIGHT ,03/25/2024,2722.67,GROUND
INV-6Z4IZMT,GREEN CO,"Aug 10, 2025",30589.65,FREIGHT
INV-9H25JZS,GREEN LOGISTICS,24-Jul-2025,3275.19,2DAY
INV-YFIDLN7,ACME INDUSTRIES,03-Jan-2025,18543.9,EXPRESS
INV-KE7JCBP,MASSIVE GROUP,"Mar 10, 2024",4730.11,GROUND
INV-BL35KH4,BLUE PARTNERS,2025-11-14,38370.16,FREIGHT
INV-UV0EGNC,STARK GROUP,2025/11/11,3967.81,GROUND
INV-7LPOL0T,GREEN CO,05/13/2024,17648.63,EXPRESS
INV-BQS3X7J,HOOLI LOGISTICS,"Apr 13, 2025",24766.15,FREIGHT
INV-K7VPCYY,HOOLI SUPPLY,07-Dec-2025,5014.06,GROUND
INV-80TPAGT,BLUE INDUSTRIES,15-Aug-2025,1567.55,GROUND
INV-O5I2V2Q,STARK FREIGHT,01/24/2025,21225.89,EXPRESS
INV-503M6YQ,WAYNE GROUP,2025-04-28,2676.52,GROUND
INV-RM47GM6,HOOLI ENTERPRISES,23-May-2025,5805.22,2DAY
INV-I3CXGY0,VECTOR FREIGHT,2024-06-06,9671.38,EXPRESS
INV-12OYWRX, INITECH FREIGHT ,03-Jul-2024,12523.08,FREIGHT
INV-ZQ46YKY,WONKA LLC,2025/05/15,4658.85,GROUND
INV-TR2KE5Q,TYRELL INDUSTRIES,10/29/2025,3777.02,GROUND
INV-YPFMMM8,GREEN LOGISTICS,2025/03/16,1260.63,GROUND
INV-2XXHQ5C,NIMBUS HOLDINGS,15-Feb-2025,5720.24,2DAY
INV-8IJ6G9T,VERTEX PARTNERS,10-Sep-2025,8397.37,EXPRESS
INV-I2CGYSK,VECTOR FREIGHT,2024-09-30,3821.05,GROUND
INV-2NVKN0V,VERTEX SUPPLY,01-Jul-2025,41501.95,FREIGHT
INV-GVN4G51,WAYNE HOLDINGS,2025-06-26,4868.42,GROUND
INV-IW83VR2,MASSIVE GROUP,2025-10-30,2828.25,GROUND
INV-84UJXQX,GREEN FREIGHT,2024/07/14,1250.33,GROUND
INV-CFR5T10,WONKA LLC,09-Mar-2024,1681.75,GROUND
INV-C8OL6IJ,MASSIVE PARTNERS,08/05/2024,17234.16,EXPRESS
INV-5Z241S9,HOOLI ENTERPRISES,"Nov 11, 2025",8307.79,EXPRESS
INV-OK4E3GI, BLUE SUPPLY ,30-Dec-2025,4776.89,GROUND
INV-R9M96XO, UMBRELLA PARTNERS ,"Oct 24, 2024",10633.8,EXPRESS
INV-TBR0XHT,GREEN FREIGHT,03/26/2024,4618.48,2DAY
INV-CA6H111,TYRELL FREIGHT,30-Aug-2025,1753.2,GROUND
INV-I1HB7QM,STARK GROUP,2024/08/01,8520.46,EXPRESS
INV-7F01CCE,QUANTUM FREIGHT,03/08/2025,2879.8,GROUND
INV-AJ1UIT7, WAYNE FREIGHT ,2024-02-19,11042.63,EXPRESS
